i1	V(N001,N002)	V(N002,N003)	V(N003,N004)	V(n004)
3.219999999999990e-002	7.449212e-001	3.447958e+000	7.597953e-001	2.475451e-001
3.229999999999990e-002	7.450008e-001	3.449068e+000	7.599926e-001	2.476602e-001
3.239999999999990e-002	7.450809e-001	3.450176e+000	7.601895e-001	2.477750e-001
3.249999999999990e-002	7.451611e-001	3.451282e+000	7.603860e-001	2.478894e-001
3.259999999999991e-002	7.452407e-001	3.452386e+000	7.605820e-001	2.480035e-001
3.269999999999991e-002	7.453194e-001	3.453489e+000	7.607776e-001	2.481173e-001
3.279999999999991e-002	7.453985e-001	3.454591e+000	7.609727e-001	2.482307e-001
3.289999999999992e-002	7.454772e-001	3.455690e+000	7.611675e-001	2.483438e-001
3.299999999999992e-002	7.455559e-001	3.456788e+000	7.613618e-001	2.484566e-001
3.309999999999992e-002	7.456341e-001	3.457885e+000	7.615558e-001	2.485690e-001
3.319999999999992e-002	7.457118e-001	3.458979e+000	7.617493e-001	2.486812e-001
3.329999999999993e-002	7.457895e-001	3.460073e+000	7.619423e-001	2.487930e-001
3.339999999999993e-002	7.458673e-001	3.461164e+000	7.621350e-001	2.489045e-001
3.349999999999993e-002	7.459450e-001	3.462254e+000	7.623273e-001	2.490156e-001
3.359999999999994e-002	7.460217e-001	3.463343e+000	7.625191e-001	2.491265e-001
3.369999999999994e-002	7.460990e-001	3.464429e+000	7.627106e-001	2.492370e-001
3.379999999999994e-002	7.461753e-001	3.465515e+000	7.629016e-001	2.493472e-001
3.389999999999994e-002	7.462516e-001	3.466599e+000	7.630924e-001	2.494571e-001
3.399999999999995e-002	7.463279e-001	3.467681e+000	7.632826e-001	2.495667e-001
3.409999999999995e-002	7.464042e-001	3.468762e+000	7.634725e-001	2.496760e-001
3.419999999999995e-002	7.464795e-001	3.469841e+000	7.636620e-001	2.497850e-001
3.429999999999996e-002	7.465553e-001	3.470919e+000	7.638511e-001	2.498937e-001
3.439999999999996e-002	7.466302e-001	3.471995e+000	7.640398e-001	2.500021e-001
3.449999999999996e-002	7.467055e-001	3.473070e+000	7.642282e-001	2.501102e-001
3.459999999999996e-002	7.467804e-001	3.474143e+000	7.644161e-001	2.502180e-001
3.469999999999997e-002	7.468553e-001	3.475215e+000	7.646037e-001	2.503255e-001
3.479999999999997e-002	7.469296e-001	3.476285e+000	7.647909e-001	2.504327e-001
3.489999999999997e-002	7.470036e-001	3.477354e+000	7.649778e-001	2.505396e-001
3.499999999999998e-002	7.470779e-001	3.478422e+000	7.651643e-001	2.506462e-001
3.509999999999998e-002	7.471519e-001	3.479488e+000	7.653503e-001	2.507525e-001
3.519999999999998e-002	7.472248e-001	3.480553e+000	7.655360e-001	2.508586e-001
3.529999999999998e-002	7.472987e-001	3.481616e+000	7.657214e-001	2.509643e-001
3.539999999999999e-002	7.473717e-001	3.482678e+000	7.659063e-001	2.510698e-001
3.549999999999999e-002	7.474446e-001	3.483738e+000	7.660910e-001	2.511750e-001
3.559999999999999e-002	7.475176e-001	3.484797e+000	7.662752e-001	2.512799e-001
3.570000000000000e-002	7.475901e-001	3.485855e+000	7.664592e-001	2.513845e-001
3.580000000000000e-002	7.476621e-001	3.486911e+000	7.666427e-001	2.514889e-001
3.590000000000000e-002	7.477341e-001	3.487966e+000	7.668259e-001	2.515930e-001
3.600000000000000e-002	7.478065e-001	3.489019e+000	7.670087e-001	2.516968e-001
3.610000000000001e-002	7.478781e-001	3.490072e+000	7.671913e-001	2.518003e-001
3.620000000000001e-002	7.479496e-001	3.491122e+000	7.673734e-001	2.519035e-001
3.630000000000001e-002	7.480211e-001	3.492172e+000	7.675553e-001	2.520065e-001
3.640000000000002e-002	7.480922e-001	3.493220e+000	7.677367e-001	2.521092e-001
3.650000000000002e-002	7.481632e-001	3.494267e+000	7.679178e-001	2.522117e-001
3.660000000000002e-002	7.482338e-001	3.495312e+000	7.680986e-001	2.523139e-001
3.670000000000002e-002	7.483044e-001	3.496356e+000	7.682791e-001	2.524157e-001
3.680000000000003e-002	7.483749e-001	3.497399e+000	7.684591e-001	2.525174e-001
3.690000000000003e-002	7.484450e-001	3.498441e+000	7.686390e-001	2.526188e-001
3.700000000000003e-002	7.485151e-001	3.499481e+000	7.688183e-001	2.527199e-001
3.710000000000004e-002	7.485852e-001	3.500520e+000	7.689975e-001	2.528208e-001
3.720000000000004e-002	7.486544e-001	3.501558e+000	7.691763e-001	2.529214e-001
3.730000000000004e-002	7.487240e-001	3.502595e+000	7.693547e-001	2.530217e-001
3.740000000000004e-002	7.487931e-001	3.503630e+000	7.695328e-001	2.531219e-001
3.750000000000005e-002	7.488623e-001	3.504664e+000	7.697106e-001	2.532217e-001
3.760000000000005e-002	7.489309e-001	3.505696e+000	7.698882e-001	2.533213e-001
3.770000000000005e-002	7.489996e-001	3.506728e+000	7.700653e-001	2.534206e-001
3.780000000000006e-002	7.490683e-001	3.507758e+000	7.702422e-001	2.535197e-001
3.790000000000006e-002	7.491369e-001	3.508787e+000	7.704187e-001	2.536186e-001
3.800000000000006e-002	7.492051e-001	3.509815e+000	7.705948e-001	2.537172e-001
3.810000000000006e-002	7.492728e-001	3.510841e+000	7.707708e-001	2.538155e-001
3.820000000000007e-002	7.493410e-001	3.511866e+000	7.709464e-001	2.539136e-001
3.830000000000007e-002	7.494082e-001	3.512891e+000	7.711216e-001	2.540115e-001
3.840000000000007e-002	7.494755e-001	3.513914e+000	7.712965e-001	2.541091e-001
3.850000000000008e-002	7.495432e-001	3.514935e+000	7.714712e-001	2.542065e-001
3.860000000000008e-002	7.496099e-001	3.515956e+000	7.716456e-001	2.543037e-001
3.870000000000008e-002	7.496767e-001	3.516976e+000	7.718197e-001	2.544006e-001
3.880000000000008e-002	7.497439e-001	3.517994e+000	7.719933e-001	2.544972e-001
3.890000000000009e-002	7.498102e-001	3.519011e+000	7.721668e-001	2.545937e-001
3.900000000000009e-002	7.498765e-001	3.520027e+000	7.723400e-001	2.546899e-001
3.910000000000009e-002	7.499428e-001	3.521042e+000	7.725129e-001	2.547858e-001
3.920000000000010e-002	7.500091e-001	3.522055e+000	7.726853e-001	2.548816e-001
3.930000000000010e-002	7.500749e-001	3.523068e+000	7.728576e-001	2.549771e-001
3.940000000000010e-002	7.501407e-001	3.524079e+000	7.730296e-001	2.550724e-001
3.950000000000010e-002	7.502060e-001	3.525089e+000	7.732012e-001	2.551674e-001
3.960000000000011e-002	7.502718e-001	3.526098e+000	7.733726e-001	2.552622e-001
3.970000000000011e-002	7.503366e-001	3.527106e+000	7.735437e-001	2.553568e-001
3.980000000000011e-002	7.504015e-001	3.528113e+000	7.737145e-001	2.554512e-001
3.990000000000012e-002	7.504668e-001	3.529119e+000	7.738851e-001	2.555453e-001
4.000000000000012e-002	7.505312e-001	3.530123e+000	7.740552e-001	2.556393e-001
4.010000000000012e-002	7.505960e-001	3.531127e+000	7.742252e-001	2.557330e-001
4.020000000000013e-002	7.506604e-001	3.532129e+000	7.743948e-001	2.558264e-001
4.030000000000013e-002	7.507248e-001	3.533130e+000	7.745643e-001	2.559197e-001
4.040000000000013e-002	7.507892e-001	3.534130e+000	7.747334e-001	2.560127e-001
4.050000000000013e-002	7.508531e-001	3.535130e+000	7.749022e-001	2.561056e-001
4.060000000000014e-002	7.509170e-001	3.536128e+000	7.750707e-001	2.561982e-001
4.070000000000014e-002	7.509804e-001	3.537125e+000	7.752390e-001	2.562906e-001
4.080000000000014e-002	7.510438e-001	3.538121e+000	7.754070e-001	2.563827e-001
4.090000000000015e-002	7.511072e-001	3.539116e+000	7.755747e-001	2.564747e-001
4.100000000000015e-002	7.511702e-001	3.540110e+000	7.757422e-001	2.565665e-001
4.110000000000015e-002	7.512331e-001	3.541103e+000	7.759094e-001	2.566580e-001
4.120000000000015e-002	7.512960e-001	3.542095e+000	7.760763e-001	2.567493e-001
4.130000000000016e-002	7.513585e-001	3.543085e+000	7.762430e-001	2.568405e-001
4.140000000000016e-002	7.514215e-001	3.544075e+000	7.764093e-001	2.569314e-001
4.150000000000016e-002	7.514839e-001	3.545063e+000	7.765755e-001	2.570221e-001
4.160000000000017e-002	7.515459e-001	3.546051e+000	7.767413e-001	2.571126e-001
4.170000000000017e-002	7.516079e-001	3.547038e+000	7.769069e-001	2.572029e-001
4.180000000000017e-002	7.516699e-001	3.548024e+000	7.770723e-001	2.572930e-001
4.190000000000017e-002	7.517319e-001	3.549008e+000	7.772374e-001	2.573829e-001
4.200000000000018e-002	7.517934e-001	3.549992e+000	7.774022e-001	2.574726e-001
4.210000000000018e-002	7.518549e-001	3.550975e+000	7.775668e-001	2.575621e-001
4.220000000000018e-002	7.519164e-001	3.551956e+000	7.777310e-001	2.576514e-001
4.230000000000019e-002	7.519774e-001	3.552937e+000	7.778952e-001	2.577404e-001
4.240000000000019e-002	7.520385e-001	3.553916e+000	7.780589e-001	2.578293e-001
4.250000000000019e-002	7.520995e-001	3.554895e+000	7.782224e-001	2.579180e-001
4.260000000000019e-002	7.521605e-001	3.555873e+000	7.783858e-001	2.580065e-001
4.270000000000020e-002	7.522211e-001	3.556850e+000	7.785488e-001	2.580948e-001
4.280000000000020e-002	7.522817e-001	3.557825e+000	7.787116e-001	2.581829e-001
4.290000000000020e-002	7.523417e-001	3.558800e+000	7.788742e-001	2.582709e-001
4.300000000000021e-002	7.524018e-001	3.559774e+000	7.790364e-001	2.583586e-001
4.310000000000021e-002	7.524619e-001	3.560747e+000	7.791985e-001	2.584461e-001
4.320000000000021e-002	7.525220e-001	3.561719e+000	7.793603e-001	2.585334e-001
4.330000000000021e-002	7.525816e-001	3.562690e+000	7.795220e-001	2.586206e-001
4.340000000000022e-002	7.526417e-001	3.563660e+000	7.796833e-001	2.587076e-001
4.350000000000022e-002	7.527013e-001	3.564629e+000	7.798444e-001	2.587943e-001
4.360000000000022e-002	7.527604e-001	3.565598e+000	7.800053e-001	2.588809e-001
4.370000000000023e-002	7.528195e-001	3.566565e+000	7.801659e-001	2.589673e-001
4.380000000000023e-002	7.528791e-001	3.567531e+000	7.803262e-001	2.590535e-001
4.390000000000023e-002	7.529378e-001	3.568497e+000	7.804863e-001	2.591396e-001
4.400000000000023e-002	7.529964e-001	3.569462e+000	7.806463e-001	2.592254e-001
4.410000000000024e-002	7.530556e-001	3.570425e+000	7.808059e-001	2.593111e-001
4.420000000000024e-002	7.531142e-001	3.571388e+000	7.809653e-001	2.593966e-001
4.430000000000024e-002	7.531724e-001	3.572350e+000	7.811245e-001	2.594818e-001
4.440000000000025e-002	7.532310e-001	3.573311e+000	7.812836e-001	2.595670e-001
4.450000000000025e-002	7.532887e-001	3.574271e+000	7.814423e-001	2.596519e-001
4.460000000000025e-002	7.533469e-001	3.575231e+000	7.816008e-001	2.597367e-001
4.470000000000025e-002	7.534046e-001	3.576189e+000	7.817591e-001	2.598212e-001
4.480000000000026e-002	7.534628e-001	3.577146e+000	7.819172e-001	2.599056e-001
4.490000000000026e-002	7.535205e-001	3.578103e+000	7.820750e-001	2.599899e-001
4.500000000000026e-002	7.535777e-001	3.579059e+000	7.822326e-001	2.600739e-001
4.510000000000027e-002	7.536354e-001	3.580013e+000	7.823900e-001	2.601578e-001
4.520000000000027e-002	7.536926e-001	3.580967e+000	7.825471e-001	2.602415e-001
4.530000000000027e-002	7.537498e-001	3.581920e+000	7.827041e-001	2.603250e-001
4.540000000000027e-002	7.538066e-001	3.582873e+000	7.828608e-001	2.604084e-001
4.550000000000028e-002	7.538638e-001	3.583824e+000	7.830173e-001	2.604915e-001
4.560000000000028e-002	7.539206e-001	3.584775e+000	7.831736e-001	2.605745e-001
4.570000000000028e-002	7.539768e-001	3.585725e+000	7.833296e-001	2.606574e-001
4.580000000000029e-002	7.540336e-001	3.586673e+000	7.834855e-001	2.607401e-001
4.590000000000029e-002	7.540903e-001	3.587621e+000	7.836412e-001	2.608226e-001
4.600000000000029e-002	7.541466e-001	3.588568e+000	7.837966e-001	2.609049e-001
4.610000000000029e-002	7.542024e-001	3.589515e+000	7.839518e-001	2.609870e-001
4.620000000000030e-002	7.542586e-001	3.590460e+000	7.841069e-001	2.610691e-001
4.630000000000030e-002	7.543149e-001	3.591405e+000	7.842615e-001	2.611509e-001
4.640000000000030e-002	7.543707e-001	3.592349e+000	7.844161e-001	2.612326e-001
4.650000000000031e-002	7.544260e-001	3.593292e+000	7.845705e-001	2.613141e-001
4.660000000000031e-002	7.544813e-001	3.594235e+000	7.847247e-001	2.613954e-001
4.670000000000031e-002	7.545371e-001	3.595176e+000	7.848786e-001	2.614766e-001
4.680000000000031e-002	7.545924e-001	3.596117e+000	7.850323e-001	2.615576e-001
4.690000000000032e-002	7.546473e-001	3.597057e+000	7.851858e-001	2.616384e-001
4.700000000000032e-002	7.547026e-001	3.597996e+000	7.853391e-001	2.617191e-001
4.710000000000032e-002	7.547579e-001	3.598934e+000	7.854922e-001	2.617996e-001
4.720000000000033e-002	7.548122e-001	3.599871e+000	7.856452e-001	2.618800e-001
4.730000000000033e-002	7.548671e-001	3.600808e+000	7.857979e-001	2.619602e-001
4.740000000000033e-002	7.549219e-001	3.601744e+000	7.859504e-001	2.620403e-001
4.750000000000033e-002	7.549763e-001	3.602679e+000	7.861027e-001	2.621202e-001
4.760000000000034e-002	7.550306e-001	3.603613e+000	7.862548e-001	2.621999e-001
4.770000000000034e-002	7.550850e-001	3.604547e+000	7.864067e-001	2.622795e-001
4.780000000000034e-002	7.551394e-001	3.605480e+000	7.865584e-001	2.623589e-001
4.790000000000035e-002	7.551937e-001	3.606411e+000	7.867099e-001	2.624381e-001
4.800000000000035e-002	7.552471e-001	3.607343e+000	7.868612e-001	2.625173e-001
4.810000000000035e-002	7.553010e-001	3.608274e+000	7.870124e-001	2.625962e-001
4.820000000000035e-002	7.553549e-001	3.609203e+000	7.871633e-001	2.626750e-001
4.830000000000036e-002	7.554088e-001	3.610132e+000	7.873140e-001	2.627537e-001
4.840000000000036e-002	7.554622e-001	3.611060e+000	7.874645e-001	2.628322e-001
4.850000000000036e-002	7.555151e-001	3.611988e+000	7.876148e-001	2.629105e-001
4.860000000000037e-002	7.555685e-001	3.612914e+000	7.877650e-001	2.629887e-001
4.870000000000037e-002	7.556219e-001	3.613840e+000	7.879148e-001	2.630668e-001
4.880000000000037e-002	7.556748e-001	3.614766e+000	7.880646e-001	2.631447e-001
4.890000000000037e-002	7.557278e-001	3.615690e+000	7.882142e-001	2.632224e-001
4.900000000000038e-002	7.557807e-001	3.616614e+000	7.883636e-001	2.633000e-001
4.910000000000038e-002	7.558336e-001	3.617537e+000	7.885128e-001	2.633775e-001
4.920000000000038e-002	7.558861e-001	3.618460e+000	7.886617e-001	2.634548e-001
4.930000000000039e-002	7.559381e-001	3.619381e+000	7.888106e-001	2.635320e-001
4.940000000000039e-002	7.559910e-001	3.620302e+000	7.889592e-001	2.636090e-001
4.950000000000039e-002	7.560434e-001	3.621222e+000	7.891077e-001	2.636859e-001
4.960000000000039e-002	7.560954e-001	3.622141e+000	7.892559e-001	2.637626e-001
4.970000000000040e-002	7.561474e-001	3.623060e+000	7.894040e-001	2.638392e-001
4.980000000000040e-002	7.561994e-001	3.623978e+000	7.895518e-001	2.639156e-001
4.990000000000040e-002	7.562513e-001	3.624896e+000	7.896995e-001	2.639919e-001
5.000000000000041e-002	7.563028e-001	3.625812e+000	7.898471e-001	2.640680e-001
5.010000000000041e-002	7.563548e-001	3.626728e+000	7.899944e-001	2.641440e-001
5.020000000000041e-002	7.564063e-001	3.627643e+000	7.901416e-001	2.642199e-001
5.030000000000041e-002	7.564578e-001	3.628558e+000	7.902885e-001	2.642956e-001
5.040000000000042e-002	7.565093e-001	3.629471e+000	7.904354e-001	2.643712e-001
5.050000000000042e-002	7.565603e-001	3.630385e+000	7.905820e-001	2.644467e-001
5.060000000000042e-002	7.566113e-001	3.631297e+000	7.907284e-001	2.645220e-001
5.070000000000043e-002	7.566628e-001	3.632209e+000	7.908746e-001	2.645971e-001
5.080000000000043e-002	7.567139e-001	3.633120e+000	7.910207e-001	2.646722e-001
5.090000000000043e-002	7.567644e-001	3.634030e+000	7.911667e-001	2.647471e-001
5.100000000000043e-002	7.568154e-001	3.634940e+000	7.913124e-001	2.648218e-001
5.110000000000044e-002	7.568660e-001	3.635849e+000	7.914580e-001	2.648965e-001
5.120000000000044e-002	7.569165e-001	3.636757e+000	7.916034e-001	2.649709e-001
5.130000000000044e-002	7.569671e-001	3.637665e+000	7.917486e-001	2.650453e-001
5.140000000000045e-002	7.570176e-001	3.638572e+000	7.918937e-001	2.651195e-001
5.150000000000045e-002	7.570677e-001	3.639478e+000	7.920386e-001	2.651936e-001
5.160000000000045e-002	7.571177e-001	3.640384e+000	7.921833e-001	2.652675e-001
5.170000000000045e-002	7.571678e-001	3.641289e+000	7.923278e-001	2.653413e-001
5.180000000000046e-002	7.572179e-001	3.642194e+000	7.924722e-001	2.654150e-001
5.190000000000046e-002	7.572675e-001	3.643098e+000	7.926163e-001	2.654886e-001
5.200000000000046e-002	7.573175e-001	3.644000e+000	7.927603e-001	2.655620e-001
5.210000000000047e-002	7.573676e-001	3.644903e+000	7.929042e-001	2.656353e-001
5.220000000000047e-002	7.574167e-001	3.645804e+000	7.930479e-001	2.657084e-001
5.230000000000047e-002	7.574663e-001	3.646706e+000	7.931915e-001	2.657815e-001
5.240000000000047e-002	7.575159e-001	3.647606e+000	7.933348e-001	2.658544e-001
5.250000000000048e-002	7.575650e-001	3.648506e+000	7.934780e-001	2.659271e-001
5.260000000000048e-002	7.576141e-001	3.649405e+000	7.936211e-001	2.659998e-001
5.270000000000048e-002	7.576637e-001	3.650304e+000	7.937639e-001	2.660723e-001
5.280000000000049e-002	7.577128e-001	3.651201e+000	7.939067e-001	2.661447e-001
5.290000000000049e-002	7.577610e-001	3.652099e+000	7.940491e-001	2.662169e-001
5.300000000000049e-002	7.578101e-001	3.652996e+000	7.941916e-001	2.662890e-001
5.310000000000049e-002	7.578592e-001	3.653891e+000	7.943338e-001	2.663610e-001
5.320000000000050e-002	7.579074e-001	3.654787e+000	7.944759e-001	2.664329e-001
5.330000000000050e-002	7.579560e-001	3.655682e+000	7.946177e-001	2.665047e-001
5.340000000000050e-002	7.580047e-001	3.656576e+000	7.947595e-001	2.665763e-001
5.350000000000051e-002	7.580533e-001	3.657470e+000	7.949010e-001	2.666478e-001
5.360000000000051e-002	7.581015e-001	3.658363e+000	7.950425e-001	2.667192e-001
5.370000000000051e-002	7.581496e-001	3.659255e+000	7.951837e-001	2.667904e-001
5.380000000000051e-002	7.581978e-001	3.660147e+000	7.953248e-001	2.668616e-001
5.390000000000052e-002	7.582455e-001	3.661038e+000	7.954658e-001	2.669325e-001
5.400000000000052e-002	7.582936e-001	3.661928e+000	7.956066e-001	2.670034e-001
5.410000000000052e-002	7.583413e-001	3.662818e+000	7.957472e-001	2.670742e-001
5.420000000000053e-002	7.583890e-001	3.663708e+000	7.958878e-001	2.671449e-001
5.430000000000053e-002	7.584367e-001	3.664597e+000	7.960280e-001	2.672154e-001
5.440000000000053e-002	7.584844e-001	3.665485e+000	7.961682e-001	2.672858e-001
5.450000000000053e-002	7.585320e-001	3.666372e+000	7.963082e-001	2.673561e-001
5.460000000000054e-002	7.585793e-001	3.667259e+000	7.964481e-001	2.674262e-001
5.470000000000054e-002	7.586269e-001	3.668145e+000	7.965878e-001	2.674963e-001
5.480000000000054e-002	7.586741e-001	3.669031e+000	7.967274e-001	2.675662e-001
5.490000000000055e-002	7.587209e-001	3.669917e+000	7.968668e-001	2.676360e-001
5.500000000000055e-002	7.587681e-001	3.670801e+000	7.970061e-001	2.677057e-001
5.510000000000055e-002	7.588148e-001	3.671685e+000	7.971452e-001	2.677753e-001
5.520000000000055e-002	7.588625e-001	3.672568e+000	7.972842e-001	2.678447e-001
5.530000000000056e-002	7.589092e-001	3.673451e+000	7.974230e-001	2.679141e-001
5.540000000000056e-002	7.589555e-001	3.674334e+000	7.975617e-001	2.679833e-001
5.550000000000056e-002	7.590027e-001	3.675215e+000	7.977002e-001	2.680524e-001
5.560000000000057e-002	7.590489e-001	3.676096e+000	7.978385e-001	2.681214e-001
5.570000000000057e-002	7.590957e-001	3.676977e+000	7.979769e-001	2.681903e-001
5.580000000000057e-002	7.591419e-001	3.677857e+000	7.981149e-001	2.682590e-001
5.590000000000057e-002	7.591882e-001	3.678736e+000	7.982529e-001	2.683277e-001
5.600000000000058e-002	7.592344e-001	3.679615e+000	7.983906e-001	2.683962e-001
5.610000000000058e-002	7.592807e-001	3.680494e+000	7.985283e-001	2.684646e-001
5.620000000000058e-002	7.593269e-001	3.681371e+000	7.986658e-001	2.685329e-001
5.630000000000059e-002	7.593727e-001	3.682249e+000	7.988031e-001	2.686011e-001
5.640000000000059e-002	7.594185e-001	3.683125e+000	7.989403e-001	2.686692e-001
5.650000000000059e-002	7.594643e-001	3.684002e+000	7.990774e-001	2.687372e-001
5.660000000000059e-002	7.595100e-001	3.684877e+000	7.992143e-001	2.688051e-001
5.670000000000060e-002	7.595558e-001	3.685752e+000	7.993511e-001	2.688728e-001
5.680000000000060e-002	7.596011e-001	3.686627e+000	7.994878e-001	2.689404e-001
5.690000000000060e-002	7.596469e-001	3.687500e+000	7.996243e-001	2.690080e-001
5.700000000000061e-002	7.596922e-001	3.688374e+000	7.997607e-001	2.690754e-001
5.710000000000061e-002	7.597375e-001	3.689247e+000	7.998969e-001	2.691427e-001
5.720000000000061e-002	7.597828e-001	3.690119e+000	8.000330e-001	2.692100e-001
5.730000000000061e-002	7.598281e-001	3.690991e+000	8.001689e-001	2.692770e-001
5.740000000000062e-002	7.598729e-001	3.691862e+000	8.003047e-001	2.693440e-001
5.750000000000062e-002	7.599177e-001	3.692733e+000	8.004405e-001	2.694109e-001
5.760000000000062e-002	7.599630e-001	3.693603e+000	8.005760e-001	2.694777e-001
5.770000000000063e-002	7.600079e-001	3.694472e+000	8.007114e-001	2.695443e-001
5.780000000000063e-002	7.600527e-001	3.695341e+000	8.008467e-001	2.696109e-001
5.790000000000063e-002	7.600975e-001	3.696210e+000	8.009818e-001	2.696773e-001
5.800000000000063e-002	7.601418e-001	3.697078e+000	8.011168e-001	2.697437e-001
5.810000000000064e-002	7.601867e-001	3.697946e+000	8.012517e-001	2.698099e-001
5.820000000000064e-002	7.602310e-001	3.698813e+000	8.013864e-001	2.698761e-001
5.830000000000064e-002	7.602754e-001	3.699679e+000	8.015210e-001	2.699421e-001
5.840000000000065e-002	7.603197e-001	3.700545e+000	8.016554e-001	2.700081e-001
5.850000000000065e-002	7.603641e-001	3.701411e+000	8.017898e-001	2.700739e-001
5.860000000000065e-002	7.604084e-001	3.702276e+000	8.019240e-001	2.701396e-001
5.870000000000065e-002	7.604523e-001	3.703140e+000	8.020580e-001	2.702052e-001
5.880000000000066e-002	7.604961e-001	3.704004e+000	8.021919e-001	2.702707e-001
5.890000000000066e-002	7.605405e-001	3.704867e+000	8.023258e-001	2.703361e-001
5.900000000000066e-002	7.605844e-001	3.705730e+000	8.024594e-001	2.704014e-001
5.910000000000067e-002	7.606277e-001	3.706593e+000	8.025929e-001	2.704667e-001
5.920000000000067e-002	7.606716e-001	3.707455e+000	8.027264e-001	2.705317e-001
5.930000000000067e-002	7.607150e-001	3.708316e+000	8.028596e-001	2.705968e-001
5.940000000000067e-002	7.607589e-001	3.709177e+000	8.029929e-001	2.706617e-001
5.950000000000068e-002	7.608023e-001	3.710037e+000	8.031258e-001	2.707265e-001
5.960000000000068e-002	7.608457e-001	3.710897e+000	8.032588e-001	2.707912e-001
5.970000000000068e-002	7.608891e-001	3.711757e+000	8.033915e-001	2.708558e-001
5.980000000000069e-002	7.609324e-001	3.712616e+000	8.035241e-001	2.709203e-001
5.990000000000069e-002	7.609758e-001	3.713474e+000	8.036567e-001	2.709847e-001
6.000000000000069e-002	7.610188e-001	3.714332e+000	8.037890e-001	2.710490e-001
6.010000000000070e-002	7.610621e-001	3.715190e+000	8.039213e-001	2.711132e-001
6.020000000000070e-002	7.611046e-001	3.716047e+000	8.040534e-001	2.711773e-001
6.030000000000070e-002	7.611480e-001	3.716903e+000	8.041855e-001	2.712413e-001
6.040000000000070e-002	7.611904e-001	3.717759e+000	8.043173e-001	2.713052e-001
6.050000000000071e-002	7.612338e-001	3.718614e+000	8.044491e-001	2.713690e-001
6.060000000000071e-002	7.612762e-001	3.719470e+000	8.045808e-001	2.714328e-001
6.070000000000071e-002	7.613192e-001	3.720324e+000	8.047123e-001	2.714964e-001
6.080000000000072e-002	7.613616e-001	3.721178e+000	8.048437e-001	2.715599e-001
6.090000000000072e-002	7.614040e-001	3.722032e+000	8.049749e-001	2.716233e-001
6.100000000000072e-002	7.614465e-001	3.722885e+000	8.051060e-001	2.716867e-001
6.110000000000072e-002	7.614889e-001	3.723737e+000	8.052371e-001	2.717499e-001
6.120000000000073e-002	7.615309e-001	3.724590e+000	8.053680e-001	2.718131e-001
6.130000000000073e-002	7.615733e-001	3.725441e+000	8.054988e-001	2.718761e-001
6.140000000000073e-002	7.616153e-001	3.726293e+000	8.056295e-001	2.719391e-001
6.150000000000074e-002	7.616577e-001	3.727144e+000	8.057600e-001	2.720019e-001
6.160000000000074e-002	7.616997e-001	3.727994e+000	8.058904e-001	2.720647e-001
6.170000000000074e-002	7.617416e-001	3.728844e+000	8.060208e-001	2.721274e-001
6.180000000000074e-002	7.617831e-001	3.729694e+000	8.061509e-001	2.721899e-001
6.190000000000075e-002	7.618251e-001	3.730542e+000	8.062810e-001	2.722524e-001
6.200000000000075e-002	7.618670e-001	3.731390e+000	8.064110e-001	2.723148e-001
6.210000000000075e-002	7.619085e-001	3.732239e+000	8.065407e-001	2.723771e-001
6.220000000000076e-002	7.619500e-001	3.733086e+000	8.066704e-001	2.724394e-001
6.230000000000076e-002	7.619920e-001	3.733933e+000	8.068001e-001	2.725015e-001
6.240000000000076e-002	7.620330e-001	3.734780e+000	8.069296e-001	2.725635e-001
6.250000000000076e-002	7.620745e-001	3.735627e+000	8.070589e-001	2.726254e-001
6.260000000000077e-002	7.621160e-001	3.736472e+000	8.071882e-001	2.726873e-001
6.270000000000077e-002	7.621574e-001	3.737317e+000	8.073173e-001	2.727490e-001
6.280000000000077e-002	7.621984e-001	3.738162e+000	8.074464e-001	2.728107e-001
6.290000000000078e-002	7.622399e-001	3.739007e+000	8.075752e-001	2.728723e-001
6.300000000000078e-002	7.622809e-001	3.739851e+000	8.077039e-001	2.729338e-001
6.310000000000078e-002	7.623219e-001	3.740694e+000	8.078327e-001	2.729951e-001
6.320000000000078e-002	7.623630e-001	3.741537e+000	8.079613e-001	2.730565e-001
6.330000000000079e-002	7.624035e-001	3.742380e+000	8.080897e-001	2.731177e-001
6.340000000000079e-002	7.624445e-001	3.743222e+000	8.082180e-001	2.731788e-001
6.350000000000079e-002	7.624850e-001	3.744064e+000	8.083463e-001	2.732399e-001
6.360000000000080e-002	7.625260e-001	3.744905e+000	8.084744e-001	2.733008e-001
6.370000000000080e-002	7.625670e-001	3.745746e+000	8.086023e-001	2.733617e-001
6.380000000000080e-002	7.626071e-001	3.746587e+000	8.087302e-001	2.734224e-001
6.390000000000080e-002	7.626476e-001	3.747427e+000	8.088579e-001	2.734831e-001
6.400000000000081e-002	7.626882e-001	3.748266e+000	8.089857e-001	2.735437e-001
6.410000000000081e-002	7.627282e-001	3.749106e+000	8.091131e-001	2.736043e-001
6.420000000000081e-002	7.627687e-001	3.749945e+000	8.092406e-001	2.736647e-001
6.430000000000082e-002	7.628093e-001	3.750783e+000	8.093680e-001	2.737250e-001
6.440000000000082e-002	7.628493e-001	3.751621e+000	8.094952e-001	2.737853e-001
6.450000000000082e-002	7.628894e-001	3.752458e+000	8.096223e-001	2.738455e-001
