time	V(N004,N005)	V(n003)
5.193383710055843e-003	8.909083e+000	-1.058553e+001
5.486352460055842e-003	8.329814e+000	-9.993578e+000
5.779321210055841e-003	7.628403e+000	-9.276218e+000
6.072289960055840e-003	6.813884e+000	-8.442198e+000
6.365258710055839e-003	5.896920e+000	-7.501690e+000
6.658227460055838e-003	4.889857e+000	-6.466169e+000
6.951196210055837e-003	3.807035e+000	-5.348261e+000
7.244164960055836e-003	2.665883e+000	-4.161597e+000
7.439477460055835e-003	1.884491e+000	-3.339406e+000
7.634789960055835e-003	1.101849e+000	-2.497525e+000
7.732446210055834e-003	7.214623e-001	-2.070621e+000
7.830102460055834e-003	3.634968e-001	-1.640739e+000
7.890823299390160e-003	1.686457e-001	-1.372121e+000
7.927504185255587e-003	7.706350e-002	-1.209323e+000
7.951047809363180e-003	3.910363e-002	-1.104624e+000
7.981147845151498e-003	1.153412e-002	-9.706053e-001
7.990219382530729e-003	7.031471e-003	-9.301816e-001
8.001919380631982e-003	4.226327e-003	-8.780101e-001
8.016325543965435e-003	2.175361e-003	-8.137421e-001
8.029623392766852e-003	1.145512e-003	-7.543896e-001
8.044596824576212e-003	5.687177e-004	-6.875253e-001
8.061591503094956e-003	2.587438e-004	-6.115966e-001
8.081976351848298e-003	1.026690e-004	-5.204719e-001
8.106949480773678e-003	3.385544e-005	-4.087710e-001
8.138807068214864e-003	9.000301e-006	-2.661830e-001
8.191083144305012e-003	5.161390e-006	-3.204545e-002
8.288739394305012e-003	9.962916e-005	4.055265e-001
8.339380427755318e-003	5.314946e-004	6.324296e-001
8.371050523420720e-003	1.689583e-003	7.742867e-001
8.390156096605820e-003	3.760904e-003	8.598308e-001
8.406547365346946e-003	7.819891e-003	9.331943e-001
8.422701067400486e-003	1.571715e-002	1.005467e+000
8.439982812211462e-003	3.068829e-002	1.082754e+000
8.458106851461297e-003	5.626369e-002	1.163763e+000
8.482880400808489e-003	1.081532e-001	1.274406e+000
8.520636580393610e-003	2.117888e-001	1.442853e+000
8.560440245198954e-003	3.412672e-001	1.620172e+000
8.608084699218616e-003	5.134621e-001	1.831949e+000
8.679229132251132e-003	7.867572e-001	2.147098e+000
8.776885382251132e-003	1.175071e+000	2.577532e+000
8.972197882251131e-003	1.968707e+000	3.428826e+000
9.265166632251130e-003	3.155729e+000	4.672433e+000
9.558135382251129e-003	4.304553e+000	5.862605e+000
9.851104132251128e-003	5.393888e+000	6.984834e+000
1.014407288225113e-002	6.407334e+000	8.025434e+000
1.043704163225113e-002	7.330898e+000	8.971716e+000
1.073001038225113e-002	8.152350e+000	9.812139e+000
1.102297913225112e-002	8.861047e+000	1.053645e+001
1.131594788225112e-002	9.447926e+000	1.113581e+001
1.160891663225112e-002	9.905540e+000	1.160292e+001
1.190188538225112e-002	1.022811e+001	1.193206e+001
1.219485413225112e-002	1.041157e+001	1.211921e+001
1.248782288225112e-002	1.045360e+001	1.216209e+001
1.278079163225112e-002	1.035368e+001	1.206017e+001
1.307376038225112e-002	1.011305e+001	1.181466e+001
1.336672913225112e-002	9.734709e+000	1.142857e+001
1.365969788225111e-002	9.223418e+000	1.090658e+001
1.395266663225111e-002	8.585623e+000	1.025503e+001
1.414797913225111e-002	8.094079e+000	9.752556e+000
1.434329163225111e-002	7.552671e+000	9.198715e+000
1.444094788225111e-002	7.264228e+000	8.903461e+000
1.453860413225111e-002	6.964507e+000	8.596510e+000
1.463626038225111e-002	6.653947e+000	8.278280e+000
1.473391663225111e-002	6.333003e+000	7.949201e+000
1.483157288225111e-002	6.002153e+000	7.609719e+000
1.492922913225111e-002	5.661894e+000	7.260293e+000
1.502688538225111e-002	5.312748e+000	6.901396e+000
1.512454163225111e-002	4.955261e+000	6.533514e+000
1.522219788225111e-002	4.590008e+000	6.157147e+000
1.531985413225111e-002	4.217596e+000	5.772803e+000
1.541751038225111e-002	3.838676e+000	5.381003e+000
1.551516663225111e-002	3.453950e+000	4.982277e+000
1.561282288225111e-002	3.064201e+000	4.577165e+000
1.571047913225111e-002	2.670319e+000	4.166215e+000
1.580813538225111e-002	2.273373e+000	3.749985e+000
1.590579163225111e-002	1.874744e+000	3.329037e+000
1.600344788225111e-002	1.476404e+000	2.903941e+000
1.610110413225111e-002	1.081833e+000	2.475270e+000
1.619876038225112e-002	6.986021e-001	2.043603e+000
1.629641663225112e-002	3.408440e-001	1.609671e+000
1.635857276461665e-002	1.452829e-001	1.332506e+000
1.639339167288780e-002	6.348073e-002	1.176903e+000
1.641571052156671e-002	3.144360e-002	1.077036e+000
1.644403347528927e-002	9.372383e-003	9.502162e-001
1.645263655029479e-002	5.804747e-003	9.116773e-001
1.646431607086531e-002	3.468841e-003	8.593386e-001
1.647830724197194e-002	1.809925e-003	7.966266e-001
1.649204338778542e-002	9.352267e-004	7.350432e-001
1.650744102211152e-002	4.541278e-004	6.659952e-001
1.652523909155739e-002	1.993477e-004	5.861663e-001
1.654670772636704e-002	7.691979e-005	4.898550e-001
1.657629074593944e-002	2.336502e-005	3.571211e-001
1.662393794112252e-002	4.999340e-006	1.433482e-001
1.671207364435548e-002	1.215041e-004	-2.518440e-001
1.680972989435548e-002	1.247078e-003	-6.892475e-001
1.684418834228044e-002	3.798455e-003	-8.433588e-001
1.686700660613245e-002	9.164274e-003	-9.452736e-001
1.688374261136831e-002	1.812679e-002	-1.019955e+000
1.690255246087961e-002	3.639674e-002	-1.103821e+000
1.692124737305168e-002	6.570733e-002	-1.187092e+000
1.694973378012551e-002	1.299030e-001	-1.313813e+000
1.698645527957913e-002	2.348852e-001	-1.476892e+000
1.702678978384125e-002	3.690460e-001	-1.655606e+000
1.707843810382495e-002	5.573206e-001	-1.883683e+000
1.715610572260517e-002	8.557215e-001	-2.224978e+000
1.725376197260517e-002	1.241981e+000	-2.651189e+000
1.735141822260517e-002	1.634176e+000	-3.073609e+000
1.744907447260518e-002	2.027962e+000	-3.491502e+000
1.754673072260518e-002	2.420201e+000	-3.904303e+000
1.764438697260518e-002	2.809297e+000	-4.311454e+000
1.774204322260518e-002	3.194146e+000	-4.712404e+000
1.783969947260518e-002	3.573795e+000	-5.106610e+000
1.793735572260518e-002	3.947419e+000	-5.493538e+000
1.803501197260518e-002	4.314287e+000	-5.872665e+000
1.813266822260519e-002	4.673733e+000	-6.243476e+000
1.823032447260519e-002	5.025144e+000	-6.605471e+000
1.832798072260519e-002	5.367938e+000	-6.958158e+000
1.842563697260519e-002	5.701571e+000	-7.301060e+000
1.852329322260519e-002	6.025523e+000	-7.633712e+000
1.862094947260519e-002	6.339301e+000	-7.955665e+000
1.871860572260519e-002	6.642433e+000	-8.266482e+000
1.881626197260520e-002	6.934470e+000	-8.565742e+000
1.901157447260520e-002	7.483562e+000	-9.127990e+000
1.920688697260520e-002	7.983388e+000	-9.639361e+000
1.949985572260521e-002	8.634568e+000	-1.030505e+001
1.979282447260521e-002	9.160194e+000	-1.084201e+001
2.008579322260521e-002	9.553604e+000	-1.124371e+001
2.037876197260522e-002	9.809835e+000	-1.150525e+001
2.067173072260522e-002	9.925667e+000	-1.162346e+001
2.096469947260523e-002	9.899651e+000	-1.159691e+001
2.125766822260523e-002	9.732126e+000	-1.142594e+001
2.155063697260523e-002	9.425207e+000	-1.111262e+001
2.184360572260524e-002	8.982772e+000	-1.066080e+001
2.213657447260524e-002	8.410433e+000	-1.007599e+001
2.242954322260525e-002	7.715480e+000	-9.365314e+000
2.272251197260525e-002	6.906852e+000	-8.537451e+000
2.301548072260526e-002	5.995110e+000	-7.602496e+000
2.330844947260526e-002	4.992485e+000	-6.571851e+000
2.360141822260526e-002	3.913147e+000	-5.458082e+000
2.389438697260527e-002	2.774181e+000	-4.274770e+000
2.418735572260527e-002	1.599861e+000	-3.036338e+000
2.428501197260527e-002	1.208219e+000	-2.613870e+000
2.438266822260527e-002	8.237216e-001	-2.187520e+000
2.448032447260528e-002	4.589940e-001	-1.757960e+000
2.456263634148392e-002	1.851562e-001	-1.393917e+000
2.460257974460464e-002	8.102250e-002	-1.216614e+000
2.462747697648484e-002	3.985310e-002	-1.105842e+000
2.465818505217618e-002	1.150677e-002	-9.690463e-001
2.466791685332524e-002	6.732583e-003	-9.256582e-001
2.467915276363369e-002	4.107296e-003	-8.755311e-001
2.469371736616173e-002	2.104580e-003	-8.105250e-001
2.470700062881982e-002	1.107246e-003	-7.512105e-001
2.472208918773576e-002	5.472004e-004	-6.838026e-001
2.473921064284557e-002	2.474487e-004	-6.072757e-001
2.475976290876187e-002	9.751320e-005	-5.153667e-001
2.478507101389528e-002	3.170967e-005	-4.021271e-001
2.481726567086202e-002	7.823110e-006	-2.579901e-001
2.486063769772269e-002	2.417713e-006	-6.369814e-002
2.494192961207233e-002	1.986325e-004	3.005760e-001
2.503958586207233e-002	1.954824e-003	7.381239e-001
2.507166575790103e-002	5.550444e-003	8.817742e-001
2.509434029287735e-002	1.324913e-002	9.832371e-001
2.511167189074762e-002	2.576023e-002	1.060749e+000
2.513030801064686e-002	4.905760e-002	1.144047e+000
2.515202278169404e-002	9.163952e-002	1.241024e+000
2.519544389954346e-002	2.074321e-001	1.434723e+000
2.523564139947669e-002	3.362703e-001	1.613767e+000
